name,address,description,inquiries,imageName,sigungu
카페브릭,서울특별시 중랑구 신내역로1길 127-11,"카페브릭은 중랑구 신내동에 있는 카페다. 6호선, 경춘선 신내역 2번 출구 서울새솔초등학교 인근에 있다. 주차장은 카페 언덕 좌측에 있다. 카페 입구에는 카페 이름이 있는 포토존이 마련되어 있다. 야외에는 테이블과 의자가 마련되어 있고 내부 인테리어는 화이트, 우드, 브라운 계열로 인테리어로 외부 건물 디자인과 일치하게 되어있다. 대표 메뉴는 그릴 클럽 샌드위치와 아인슈페너다. 그릴 클럽 샌드위치에는 샐러드와 함께 햄, 치즈, 계란, 야채가 들어있다. 그 외 디저트는 마들렌, 에그스콘 등 베이커리류가 있다. 카페 인근에는 캠핑장, 봉화산, 서울어린이대공원이 있어 연계 관광이 가능하다.",070-7722-0904,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=63913d0b-da1c-497f-8b32-0c41137ab5fc,중랑구
용마해장국,서울특별시 중랑구 용마공원로5길 8,"용마해장국집은 서울 중랑구 망우동 용마공원 면북초등학교 인근에 있다. 망우동 주택가 붉은색 2층 건물에 있다. 주차는 어렵고 인근 유료 주차장을 이용해야 한다. 24년 전통의 해장국만 파는 집으로, 여러 방송에 소개되었고 연예인도 다녀간 맛집이다. 단일 품목인 해장국에는 소 목뼈, 선지, 우거지, 콩나물이 들어간다. 고추장아찌는 이 집만의 노하우로 손수 만든 반찬이다. 해장국 포장도 가능하며, 고추장아찌는 별도 주문 메뉴이기도 하다. 식당 인근에는 캠핑장, 골프장, 공원 등 관광지가 있어 연계 관광이 가능하다.",02-2209-5938,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7f503e31-220e-44a3-9df9-e7ea29937618,중랑구
차이나린찐,서울특별시 강동구 강동대로 217 인택스파크뷰,"차이나린찐은 지하철 9호선 둔촌오륜역 1번 출구 부근 서울체육고등학교 맞은편에 있다. 린찐은 20여 년 가까이 운영해 온 정통 중화요리 전문점 맛집이다. TV 프로그램에도 소개된 중화요리 맛집으로 원로 개그맨 부부가 운영한다. 현대적인 외관은 일반 중국 음식점의 모습과는 약간 다르게 보인다. 중화요리 대표 메뉴인 자장면, 짬뽕은 물론 소스를 부어도 눅눅해지지 않고 바삭한 맛이 살아있는 린찐 인절미 탕수육도 인기 메뉴다. 그 외 다양한 정통 중화요리를 맛볼 수 있고 배달도 한다. 주변에 올림픽공원과 광나루한강공원이 있어 식사 후 산책하기에 좋다.",02-470-2600,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ca14f6fb-2ac3-4074-9a95-8a794c73d412,강동구
코끼리베이글,서울특별시 영등포구 선유로 176,"코끼리베이글은 2호선 5호선 영등포구청역 3번 출구 영등포구청 별관 부근에 있다. 이곳은 일명 베이글 성지로 유명하다. 따로 앉아서 편히 먹을 수 있는 자리는 없지만, 기다리는 동안 화덕에 빵 굽는 모습과 반죽하는 모습을 볼 수 있다. 순서가 돌아오면 매장 규칙에 따라 구매한다. 평일에는 3종류까지만 구매할 수 있으며 주말 및 공휴일에는 3종류 8개까지만 가능하다. 구워낸 빵이 전부 판매되면 영업을 종료한다. 커피나 샌드위치류는 제한 없이 구매할 수 있다. 주변에 양평유수지생태공원과 실개천생태공원이 있어 빵을 구매해서 피크닉을 해도 좋다.",070-4184-0082,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=19f333ee-64eb-4cee-8d71-fb266a6c299a,영등포구
태향,서울특별시 용산구 후암로57길 3-10,태향은 서울역 근처에 위치한 중화요리 전문점이다. 모든 메뉴의 가격이 저렴하고 양이 많아 점심시간에 손님들로 북적북적하다. 양꼬치 메뉴도 있어 저녁에는 회식하는 회사원들도 많다.,02-777-3733,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=bf290c0f-0055-4a83-9e95-28a9932cddae,용산구
유림 강서점,서울특별시 강서구 공항대로71길 5,"유림 강서점은 9호선 염창역 1번 출구 인근에 있는 닭요리 맛집이다. 매콤한 닭볶음탕을 기본으로 방송에도 출연한 전국구 맛집으로 유명하다. 1996년 강서구 가양동 중미산 자락에서 시작된 유림은 자연 친화적인 방법으로 키워낸 토종닭을 사용하여 요리한다. 오랜 세월 잊지 않고 찾는 손님들에게 건강한 보양 음식으로 보답하고 있다. 특제소스의 매운 양념이 들어간 닭볶음탕으로 얼얼해진 입은 기본 제공되는 찰밥 한 입으로 해결된다. 야외 테이블도 있다. 인근 선유도, 양화한강공원에 들러보는 것도 추천한다.",02-3665-3930,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5efdfd80-a4c0-45f4-a7c7-8a9de758022d,강서구
어니언 성수,서울특별시 성동구 아차산로9길 8,어니언 성수는 2호선 성수역 2번 출구 앞 카페거리 인근 초입에 있다. 이곳은 1970년에 처음 만들어진 오래된 건물을 옛 모습과 현대적 인테리어 감성을 더해 리모델링했다. 내부는 과거의 모습을 살려 벗겨진 페인트 떨어진 타일 등 일부러 세팅했나 싶을 정도로 옛 정취를 그대로 살렸다. 빵이 맛있기로 소문이 나면서 일명 빵집성지로도 유명해져 빵맛을 찾는 매니아들이 필수 방문 코스이다. 주차장은 따로 없다. 배달은 할 수 있다. 주변에 성수동구두테마공원과 서울숲이 있어 연계 관광이 가능하다.,070-4353-3238,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f89300f5-3a8e-4433-a59e-9b98c2d8c314,성동구
남영돈,서울특별시 용산구 한강대로80길 17,"남영돈은 4호선 숙대입구역 6번 출구 인근에 있다. 이 집은 30년 전통의 참숯 화로구이 돼지고기 전문점이다. 저녁 식사를 위해 오후 2시부터 웨이팅을 받는다. 전화, 앱이 아닌 직접 방문해야 웨이팅 예약이 가능하다. 주차장은 인근의 공영주차장을 이용해야 한다. 반찬은 6가지가 제공된다. 1인당 소스, 고추냉이, 젓갈류가 한 접시에 제공된다. 이곳의 대표 메뉴는 육즙 가득 삼겹살, 탱글탱글 목살, 쫀득쫀득 가브리살, 아삭아삭 항정살이다. 이곳은 손님이 보유하고 있는 와인을 직접 들고 가면 잔을 내어주는 '콜키지 프리' 서비스를 운영하고 있다. 식당 인근에는 남산서울타워, 숭례문, 용산공원, 국립중앙박물관 등이 있다.",02-793-3598,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=57970795-0e10-4231-8df9-959a63ebda67,용산구
앤트러사이트 한남점,서울특별시 용산구 이태원로 240,"앤트러사이트 한남점은 6호선 한강진역 3번 출구 한남동도서관 인근에 있다. 이곳은 1층에서 주문만 가능하며 취식은 2, 3층에서 가능하다. 2층은 식물들로 꾸며져 있다. 2층에서 잠실타워와 서울 시내가 잘 보인다. 이 카페는 폐건물, 공장 느낌의 인더스트리얼 인테리어가 되어있다. 매장 내부 가운데에는 미니 정원이 있다. 대표 메뉴는 에스프레소와 여러 가지 맛의 마들렌이 있다. 다양한 베이커리와 디카페인 커피 메뉴도 있다. 카페 인근에는 용산공원, 국립중앙박물관, 국립현충원, 남산서울타워, 경복궁, 쇼핑타운 등이 있어 관광 연계가 가능하다. 반려동물 동반도 가능하다.",02-797-7508,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5e298911-83ae-46bd-a0ec-4fe254df49fd,용산구
송추가마골 은평1호점,서울특별시 은평구 북한산로 276,"송추가마골 은평 1호점은 서울 은평구 진관동 북한산 국립공원 초입에 있다. 주차장이 넓고 주차요원이 있다. 대표 메뉴는 우대 본갈비, 늘품돼지구이, 가마골 갈비 정식(런치)이다. 우대본갈비는 소금 양념으로 72시간 냉장 숙성돼서 나온다. 런치 메뉴인 가마골 갈비 정식은 양념갈비와 된장찌개, 솥 밥 또는 냉면이 제공된다. 식사 후에는 수정과가 제공된다. 식당의 1층에는 특산품 판매대가 있다. 냉장, 냉동고기와 갈비탕 등을 구입할 수 있다. 북한산 등반객들이 많이 이용한다. 농림축산식품부 제공 안심식당이다. 식당의 인근에는 글램핑장, 북한산성, 쇼핑타운 등이 있어 연계 관광이 가능하다.",02-371-0022,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=631919c9-3b69-428c-b90e-4558ec56cdda,은평구
산들애건강밥상,서울특별시 은평구 대서문길 43-16,"산들애건강밥상은 서울 은평구 진관동 북한산초등학교 인근에 있다. 이곳은 건강한 저염식 밥상 만들기를 통해 짠맛을 줄인 순한 식당으로 지정되었으며, 한국음식관광협회 제14대 대한민국 조리명인으로 선정되었다. 이 식당의 대표 메뉴인 코다리 구이는 콩나물과 양파볶음이 함께 나온다. 밑반찬은 샐러드 외 6가지가 나온다. 그 외 메뉴는 주꾸미볶음, 제육볶음, 감자전, 도토리묵이 있다. 북한산 등산 후 찾는 이가 많다. 붐비는 시간 대기자를 위해 2층에 따로 휴게 공간이 마련되어 있다. 식당의 인근에는 북한산과 은평한옥마을이 있어 연계 관광이 가능하다.",02-385-9693,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a40a20d4-c082-4d25-9c68-810330230700,은평구
구기동오면,서울특별시 종로구 진흥로 455,"구기동오면은 서울 종로구 구기동 상명대학교 캠퍼스 인근에 있다. 구기터널 초입에 있는 이 식당의 대표 메뉴는 잔치국수, 열무국수, 콩국수, 비빔국수, 소고기장국수다. 잔치국수 고명으로 달걀지단, 대파, 호박, 당근에 김 가루와 유부가 올려져 있다. 밑반찬으로는 단무지와 김치 2가지를 제공한다. 대표 메뉴 외에도 주먹밥, 꼬마김밥, 만두, 어묵떡볶이, 떡만두국, 잔치국수+꼬마김밥 세트가 있다. 모든 메뉴는 포장할 수 있다. 등산객이나 북한산 둘레길을 걷는 이들의 맛집으로 알려져 있다. 식당의 인근에는 경복궁, 숭례문, 쇼핑타운이 있어 연계 관광이 가능하다.",02-396-9755,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=bbe69205-5e89-4184-ad57-5fa7447c4e52,종로구
더아너스,서울특별시 중랑구 망우로 353 상봉 프레미어스 엠코,"더아너스 뷔페는 중앙선 망우역 1번 출구 앞 중량 아트센터 건물 안에 있다. 7호선 상봉역 1번 출구, 상봉시외버스터미널과도 가까워 편리하게 이용할 수 있다. (구) 피에스타9의 명칭이 변경되었다. 뷔페는 대형 연회장과 소규모 단체석이 있다. 또한 헤어, 메이크업, 의상 대여실까지 갖춰져 있어 각종 단체 행사나 소규모 모임을 하기에 편리하다. 한식, 양식, 일식 등 130여 가지 음식은 물론, 베이커리 즉석 코너가 마련되어 있다. 주변에 영화 관람과 쇼핑을 할 수 있는 복합상영관이 있어 연계 관광이 가능하다.",02-439-1300,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ac8de4de-b0ce-4fbd-939e-d8035b803148,중랑구
Scene,서울특별시 성동구 연무장5길 20,"쎈느(Scene)는 2호선 성수역 4번 출구 성수동 구두테마공원 옆, 성수동 카페거리에 있다. 건물은 전체적으로 하얀색 벽면 외관이 특징이다. 건물의 독특한 외형 때문에 여러 업체의 팝업스토어 이벤트가 자주 열린다. 1층 야외 테라스에 테이블이 많다. 매장 안 1층은 카페, 내부 나선형 계단을 따라 올라가면 2층이다. 의류를 비롯해 다양한 굿즈를 판매한다. 메뉴는 커피와 빵, 디저트 케이크, 맥주, 와인까지 취급한다. 반려동물을 데리고 이용할 수 있다. 발렛 파킹 서비스도 받을 수 있다. 주변에 서울숲이 있다.
※ 반려동물 동반 가능",02-468-2122,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=acdd3e47-e48f-48d8-9eb0-efd339599205,성동구
로렌스길,서울특별시 마포구 상수동,"상수역 1번 출구로 나와 쭉 내려오면 만날 수 있는 로렌스 길은 한국에서 가장 오래된 시계회사인 로렌스 뒤쪽으로, 개성 있는 식당과 카페들이 위치한 골목이다. 시계회사 로렌스 옆쪽 벽에 아기자기한 로렌스 길 지도가 벽화처럼 그려져 있어, 로렌스 길을 찾는 관광객들이 원하는 곳을 쉽게 찾아갈 수 있다.",02-3153-8353,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5e46fc93-e1a0-411a-b98c-0dc515e8c4aa,마포구
에드엣,서울특별시 강남구 압구정로10길 30-9,"에드엣은 가로수길에 위치한 브런치, 내추럴 와인바로 선별된 내추럴 와인과 특별한 파스타와 함께 독특한 식감과 맛의 바오를 맛볼 수 있는 식당이다. 신사역 브런치로 유명하고 저녁에는 와인바로도 인기가 좋다. 심플한 내부는 화이트와 우드 톤의 인테리어로 모던하면서도 감성적인 분위기이다. 엔초비파스타, 아보카도 하몽 샌드위치, 알감자 등 다양하고 맛있는 음식과 와인을 즐길 수 있다. 맛뿐만 아니라 플레이팅도 예뻐서 음식 사진을 찍기에도 좋다. 분위기 있게 와인 한잔하고 싶다면 에드엣을 추천한다.",02-6489-1717,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7835cb64-fd2c-4332-a77d-8ec1af6846cc,강남구
인더매스 마장,서울특별시 성동구 마장로 270 경동창고,"인더매스 마장은 5호선 마장역 4번 출구 보람 어린이 공원 인근에 있다. 이곳은 오래된 창고를 개조해 리모델링 한 곳이다. 매장 안은 넓고 천정은 높아 전체적으로 공간이 탁 트인 느낌으로, 인테리어도 심플하다. 안으로 들어오면 로스팅 과정과 바리스타 교육과정을 현장에서 직접 볼 수 있다. 세계 각국의 다양한 원두를 선택해 바로 맛볼 수 있다. 반려동물과 동반 입장이 가능하다. 주차장이 넓은 편이다. 왕십리 곱창 거리, 왕십리 먹자골목과 가깝다.",02-6084-8996,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=83cac3ba-2aa7-4c4a-9809-495c09a3af88,성동구
서울앵무새,서울특별시 성동구 서울숲9길 3,카페 서울앵무새는 2호선 뚝섬역 1번 출구 수인분당선 서울숲역 5번 출구에서 모두 가깝다. 주차장이 협소하니 부근에 뚝섬 유수지 주차장을 이용하면 편리하다. 매장의 건물 벽면은 다양한 모자이크 패턴으로 채색되어 현대미술을 보고 있는 느낌이다. 매장 내부 역시 외벽과 같은 인테리어를 하여 통일감을 준다. 2층으로 올라가는 계단을 비롯해 사진을 찍기 좋은 인테리어 소품이 많다. 이곳의 대표 메뉴는 퀸에만 시나몬 롤이 있다. 빵을 주문 시 나오는 접시에 자기가 직접 그림을 그릴 수도 있다. 커피와 빵을 비롯한 디저트는 선물용 포장을 할 수 있다. 반려동물과 같이 입장할 수 있다. 주변에 서울숲과 송정 제방공원이 있어 같이 둘러볼 수 있다.,070-8846-2025,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=42bb552d-4f6b-4159-b0f5-0c28d248eb25,성동구
솔나무길된장예술,서울특별시 종로구 대학로11길 9-2,"솔나무길된장예술은 대학로에서 20년 동안 세미 한정식으로 꾸준히 사랑받아온 식당이다. 가성비 좋은 된장정식부터 다양한 고품격 요리까지 두루 갖춘 대학로 맛집이다. 고즈넉하고 깔끔한 인테리어는 편안한 느낌을 준다. 메뉴는 된장정식, 간장게장정식, 양념게장정식 등이 있으며 음식의 맛과 차림은 깔끔하고 정갈하다. 한정식 식당답게 숭늉으로 입가심을 할 수 있다. 기본으로 제공되는 속풀이 북엇국도 진한맛으로 개운하다. 건강한 맛과 가성비 좋은 식당으로 대학로에서 유명하다고 한다.",02-745-4516,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b5d9ba37-d77b-46e4-83bd-6f189040b237,종로구
월화고기 보라매점,서울특별시 관악구 보라매로3길 16,"월화고기는 국내 유일 1+ 등급 100% 순종 듀록 돼지고기를 판매하는 돼지고기구이 전문점이다. 매일 최고의 고기맛을 위해 고민하고 개발에 힘쓰며 숙성 특허까지 받았다. 뿐만 아니라 전북특별자치도 무주에서 직접 월화농장을 운영하며 질 좋은 색재료를 엄선하여 제공한다. 또한, 여러 방송 매체를 통해 맛집으로 인정을 받았다.",02-888-7592,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5698ebe8-6c94-4618-b741-1285e9a587ab,관악구
헤키,서울특별시 마포구 월드컵로17길 38,"헤키는 푸른 하늘의 햇살 같은 따스함을 작은 가게에 담았다. 헤키는 일본 삿포로시 외곽 작은 돈카츠가게의 영감을 받아 시작하였다. 좋은 육질의 고기를 차가운 염지 숙성시켜 튀기는 도카츠는 바삭하며, 촉촉하고 부드러운 육질이 특징이다. 남녀노소 모두 좋아하는 든든한 식사를 즐길 수 있다.",070-7773-9870,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=aca376cd-db47-4d4f-ba9a-2b26d8aeb661,마포구
바라캇 서울,서울특별시 종로구 삼청로 58-4,"1860년대에 시작해 150년에 달하는 전통을 이어가고 있는 바라캇 갤러리는 박물관급의 고대 예술품 4만여 점을 소장하고 있다. 바라캇 가문은 예루살렘에서 수집한 성서 유물 컬렉션을 시작으로 5대에 걸쳐 메소포타미아, 이집트, 그리스, 로마, 비잔틴, 이슬람, 유럽, 아시아, 아프리카, 프리콜롬비아 등 동서고금을 아우르는 유물로 컬렉션의 범위를 확장해 왔다. 바라캇 컬렉션은 시대와 지역을 망라하는 방대한 규모에 더해 아름다움과 역사적 가치, 희귀성 및 보존 상태의 측면에서 최고 수준을 자랑한다. 바라캇 갤러리는 세계 유수의 박물관과 협업하며 문화, 예술, 고고학 연구 및 교육 분야에 크게 기여해 왔다. 현재 바라캇 갤러리는 영국 런던, 미국 로스앤젤레스, 홍콩, 그리고 대한민국 서울에 자리하고 있다. 바라캇 서울은 2016년 바라캇 갤러리가 서울에 개관한 전시 공간이다. 상설전시 및 기획전시 통해 바라캇 유물 컬렉션을 선보여온 바라캇 서울은 고대 유물과 현대 미술을 아우르고, 예술과 일상이 조화롭게 공존하는 탈경계적 전시를 지향한다. 또한 유물 컬렉션 중심의 바라캇 서울과 별도로 바라캇 컨템퍼러리를 함께 운영하고 있다. 바라캇 서울은 시대와 지역을 망라하는 다양한 작품들을 한 자리에 선보임으로써 이질적인 문화 간의 교차와 충돌을 통해 해석의 지평을 넓히고자 한다.",02-730-1949,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=bb11c918-318b-4a24-9ff6-90f6dc9dbbbf,종로구
을지예술센터,서울특별시 중구 창경궁로5다길 18,"을지예술센터는 1964년에 증축된 4층 높이의 건물은 콘크리트 건물에 컨테이너가 연결된 형태로, 현재 1층과 2층은 여전히 제조 공장과 창고로 쓰이고 3층과 4층에 예술공간인 을지예술센터가 위치하고 있다. 이는 도심 산업이 자리한 을지로라는 지역과 예술이 맺고 있는 관계를 상징적으로 보여준다. 도시의 다양한 모습을 함축적으로 담고 있는 을지로에서, 을지예술센터는 도심 속 동시대 예술과 관계 맺는 전시 및 연구를 지속적으로 해나갈 예정이다.",02-6956-3501,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d35a1f14-ce48-46d9-9cee-bc7c2da1fcc0,중구
쟝블랑제리,서울특별시 관악구 낙성대역길 8,"쟝블랑제리는 낙성대역 4번 출구 서울대 후문 마을버스 종점에 있는 빵집이다. 10년 넘게 한 곳에서 매장을 운영하고 있으며 최근 중소벤처기업부 인증 ''백년가게''로 선정됐다. 재료를 아낌없이 쓰는 빵집으로 서울의 5대 빵집 중 한 곳이다. 네이버 스마트 쇼핑 스토어에 입점해 있고, 젊은이들 사이에서는 꼭 찾아가야 하는 빵지순례 장소이기도 하다. 소보루 빵(곰보빵) 사이에 고소한 단팥, 완두 앙금, 밤, 호두, 버터크림, 잼을 푸짐하게 품은 맘모스 빵이 이 집의 대표 메뉴고, 다양한 크로켓, 큼직한 양의 앙금을 넣어 만드는 단팥빵도 인기 메뉴다.",02-889-5170,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=15c5bb8d-31fb-458a-a226-59b11218e598,관악구
우리설렁탕,서울특별시 관악구 신림로 190,"우리 설렁탕은 신림선 서울대벤처타운역 1번 출구에서 400m에 위치한 설렁탕 전문점이다. 넉넉히 들어있는 설렁탕의 고기를 각종 견과류를 섞어 만든 쌈장에 찍어 쌈에 싸 먹는 쌈 설렁탕이 대표 메뉴다. 일반 소면이 아닌 쌀국수를 넣은 쌀국수 설렁탕도 인기 메뉴로 농림수산식품부가 선정한 쌀국수를 사용한다. 반찬으로 주인이 개발한 불꽃 김치와 깍두기가 기본으로 세팅되어 있어 설렁탕이 나오면 바로 먹을 수 있다. 인근 도림천에 걷기 길이 잘되어 있어 식사 후 산책하기 좋다.
※참고사항 : 단체석 가능",02-886-9317,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a93381e9-667c-443b-86d2-4085fe69aa5c,관악구
브랜뉴하이몬드,서울특별시 강동구 천호옛14길 11,"브랜뉴하이몬드는 천호역 6번 출구 롯데시네마 강동점 인근에 있는 베이커리 카페다. 이 가게는 1979년 몽블랑 베이커리로 시작하여 2004년에 카페드하이몬드로 한번 변경됐고 2019년에 브랜뉴하이몬드로 카페로 변신해 현재위치에 자리 잡았다. 이곳은 80년대부터 지금까지의 서울을 모두 겪어낸 역사 속 빵집으로. 대표적인 빵지순례 장소로 식사용 샌드위치, 케이크, 빵, 디저트, 빙수와 카페 음료 등 다양한 메뉴와 넓은 공간, 좌석이 준비되어 있다. 인근에 서울스카이와 롯데뮤지엄이 있다.",02-478-2402,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d9f8a1a2-d67e-4885-8f07-171035ade9ae,강동구
우주제빵소,서울특별시 성북구 성북로28길 13,"우주제빵소는 성북동에 위치한 베이커리 카페이다. 빵과 커피 외 다양한 음료, 맥주와 와인도 함께 판다. 3층 규모의 매장과 야외 테라스를 가진 대형 카페다. 이 카페는 배우 정보석이 직접 빵집 홍보와 운영을 맡는 곳으로, 본인 집을 개조한 것으로 유명하다. 매장 안 진열대의 빵은 종류도 다양하고, 바질 크런치 바사삭과 소금 빵 등이 별미다. 인근에 간송미술관, 푸에스토 갤러리, 길상사, 창경궁 대온실 등이 있다.",02-6959-7558,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=07517d3a-3e88-4d2e-8ab0-eddaa67e377f,성북구
을밀대 잠실점,서울특별시 송파구 오금로15길 7-13,"을밀대 잠실점은 9호선 송파나루역 2번 출구 송파구청 맞은편 방이동 먹자골목 부근에 있다. 이 가게는 서울에서 50년을 이어온 전통 맛집이다. 단독 건물에 주차장이 마련되어 있고 내부는 원목으로 마감이 돼 있다. 메뉴로는 평양냉면과 녹두전이다. 밑반찬과 청양고추, 따뜻한 면 육수가 나오고 소스도 함께 나온다. 사이드 메뉴로 녹두전은 둘이 먹기에 큰 사이즈로 인기다. 웨이팅이 자주 있다. 이 경우 후문 쪽에 마련된 순번기에서 번호표 받고 약 30분 기다릴 수 있다. 을밀대 주변에는 석촌호수와 롯데월드타워가 있어 연계 관광이 가능하다.",02-3432-5233,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=33719b29-3d28-46cd-913b-e283840133f1,송파구
홍능갈비집본점,서울특별시 동대문구 제기로 85,갈비명가 흥능갈비집 본점은 서울특별시 동대문구 청량리동에 있다. 대중교통을 이용할 경우 6호선 고려대역 4번 출구와 가장 가깝다. 60년에 가까운 전통 맛집답게 요즘은 볼 수 없는 네온사인 간판이 입구에 설치돼 있다. 대표 메뉴는 숯불에 구워 먹는 한우 생갈비지만 양념갈비나 불고기도 인기다. 직원이 직접 구워주고 손질해 주기 때문에 타지 않은 상태의 가장 맛있는 고기를 맛볼 수 있다. 공깃밥을 시키면 된장찌개가 함께 나오고 냉면도 많이 찾는 인기 메뉴다. 단체석이 있어 가족모임이나 회식에도 좋다. 가까운 곳에 청량리 통닭 골목과 경동시장 청년몰이 있어 연계 관광도 가능하다.,02-966-0420,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a9d45ea2-dac9-4799-83a8-8741957802df,동대문구
홍이네떡볶이,서울특별시 중랑구 망우로73길 26,"양원역 2번 출구 망우동어린이공원 인근에 있다. 이곳은 주택과 상가가 밀집된 지역으로 매장은 2층 주택 상가 1층에 있다. 망우동 인근에서는 추억의 분식점으로 유명하다. 분식집 3대 대표 메뉴인 옛날식 떡볶이, 순대, 튀김이 준비되어 있다. 떡볶이와 어묵, 김말이 튀김, 잡채와 야채가 들어간 군만두 튀김으로 구성된 세트 메뉴가 인기다. 주문한 음식이 나오면 떡볶이에 삶은 계란 등을 넣어 떡볶이 국물에 찍어 먹는 방식으로 인기를 끌고 있다. 학생들이 주로 이용하다 보니 가격이 저렴하다. 식당 주변에 태릉, 강릉이 있다.",02-439-5831,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8e354619-911a-49e2-859a-a3351c5eebb6,중랑구
만두향,서울특별시 중랑구 면목로74길 6 (면목동),"만두향은 면목역 3번 출구 횡단보도를 건너서 동원시장으로 20m 들어가면 우측해 위치해 있다. 30년 내공으로 빗는 만둣집 만두향은 시장 안 좁은 골목에 있는 노포이다. 유명한 텔레비전 프로그램에 만두의 달인으로 소개된 집이라 대기 줄어 항상 있다. 매장에서 취식은 할 수 없고 포장만 할 수 있다. 대표 메뉴는 김치만두, 왕만두, 고기만두가 있고 찐빵을 사이드 메뉴로 판매한다. 이곳은 만두피를 직접 만드는데 속 안의 내용물이 보일 정도로 얇기로 유명하다. 만두 나오는 시간은 12시, 2시, 4시 하루 3번이다. 동원시장 입구에 가게가 있어 동원시장을 둘러볼 수 있다.",02-439-0220,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6f0fae55-8ee0-4f2b-95bc-b4d86a87b6aa,중랑구
감포면옥,서울특별시 도봉구 노해로 243,"감포면옥은 지하철 4호선 쌍문역 4번 출구 정의여중 입구 사거리 방향 인근에 있다. 식당 전면 중앙에 있는 초록색 간판이 먼저 눈에 들어온다. 옛날 간판도 그대로 사용 중이어서 이 음식점의 세월을 느낄 수 있다. 외부와 다르게 1, 2층으로 돼 있는 내부는 상당히 깔끔하게 관리되고 있다. 생등심은 질 좋은 한우 A+를 사용한다. 50년 손맛으로 잘 재어진 왕 돼지갈비는 부담 없는 가격에다 숯불로 구워 식감을 살려낸다. 후식용 아이스바를 유료로 판매하고 있다. 이곳 식당과 주변은 인기 드라마의 배경이 된 바 있다. 쌍문근린공원이 멀지 않아 식사 후 가벼운 산책을 할 수 있다.",02-991-5405,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d2e026e3-1539-4133-a573-4af0cb26f92b,도봉구
풍미연,서울특별시 노원구 노해로85길 7 큰집돌솥설렁탕,풍미연은 7호선 노원역 1번 출구에서 가까운 상계2동 행정복지센터 인근에 있다. 음식점 외부는 언뜻 보면 붉은색 아치 건물로 중국음식점인 것 같지만 한식집이다. 풍미연 설렁탕은 진한 사골육수로 입소문 난 노원구의 맛집이다. 옛날 방식으로 큰 가마솥에 오래 끓여 손님이 오자마자 주문과 동시에 설렁탕이 나온다. 인근에 잘 정비된 중랑천이 있어 식사 전후 함께 둘러보기 좋다.,02-932-2316,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2ce88df8-1815-4733-bc88-ad6b3cc615d2,노원구
응순가재골수제비,서울특별시 노원구 동일로242길 100,"응순가재골수제비 맛집은 7호선 수락산역 3번 출구 노원초등학교 인근에 있다. 얼큰하게 끓여 내는 수제비가 주메뉴다. 모 방송사 프로그램에 달인으로 선정될 만큼 수락산 자락을 대표하는 맛집이다. 두 번째로 인기가 많은 메뉴는 매콤 오징어 부추전으로, 등산객은 물론 동네 주민들로부터 사랑받고 있다. 주변에 벽운계곡이 있어 연계 관광이 가능하다.",02-939-6778,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=444298ae-ed08-454a-b004-821f8c05bfe4,노원구
